ID,Type,Amount,Date,Detail,Unit
345,expense,200.0,2014-12-25,property mgmt fee,3
346,expense,200.0,2014-12-30,home improvements,3
347,expense,200.0,2015-01-25,property mgmt fee,3
348,expense,200.0,2015-02-25,property mgmt fee,3
349,expense,200.0,2015-03-25,property mgmt fee,3
350,expense,200.0,2015-04-25,property mgmt fee,3
351,expense,200.0,2015-05-25,property mgmt fee,3
352,expense,200.0,2015-06-25,property mgmt fee,3
353,expense,200.0,2015-07-25,property mgmt fee,3
354,expense,200.0,2015-07-28,cleaning fee,3
355,expense,200.0,2015-08-25,property mgmt fee,3
356,expense,200.0,2015-09-25,property mgmt fee,3
357,expense,200.0,2015-10-25,property mgmt fee,3
358,expense,200.0,2015-11-25,property mgmt fee,3
359,expense,200.0,2015-12-25,property mgmt fee,3
360,expense,200.0,2016-01-23,home improvements,3
361,expense,200.0,2016-01-25,property mgmt fee,3
362,expense,200.0,2016-02-25,property mgmt fee,3
363,expense,200.0,2016-03-25,property mgmt fee,3
364,expense,200.0,2016-04-25,property mgmt fee,3
365,expense,200.0,2016-05-14,repairs,3
366,expense,200.0,2016-05-25,property mgmt fee,3
367,expense,200.0,2016-06-25,property mgmt fee,3
368,expense,200.0,2016-07-25,property mgmt fee,3
369,expense,200.0,2016-07-29,regular maintenance,3
370,expense,200.0,2016-08-01,cleaning fee,3
371,expense,200.0,2016-08-25,property mgmt fee,3
174,payment,2000.0,2016-09-01,security deposit,3
175,payment,2000.0,2016-09-01,rent,3
372,expense,200.0,2016-09-25,property mgmt fee,3
176,payment,2000.0,2016-10-01,rent,3
373,expense,200.0,2016-10-24,home improvements,3
374,expense,200.0,2016-10-25,property mgmt fee,3
177,payment,2000.0,2016-11-01,rent,3
375,expense,200.0,2016-11-25,property mgmt fee,3
178,payment,2000.0,2016-12-01,rent,3
376,expense,200.0,2016-12-04,home improvements,3
377,expense,200.0,2016-12-25,property mgmt fee,3
179,payment,2000.0,2017-01-01,rent,3
378,expense,200.0,2017-01-25,property mgmt fee,3
180,payment,2000.0,2017-02-01,rent,3
379,expense,200.0,2017-02-02,cleaning fee,3
380,expense,200.0,2017-02-25,property mgmt fee,3
181,payment,2000.0,2017-03-01,rent,3
381,expense,200.0,2017-03-13,cleaning fee,3
382,expense,200.0,2017-03-25,property mgmt fee,3
182,payment,2000.0,2017-04-01,rent,3
383,expense,200.0,2017-04-25,property mgmt fee,3
183,payment,2000.0,2017-05-01,rent,3
384,expense,200.0,2017-05-25,property mgmt fee,3
184,payment,2000.0,2017-06-01,rent,3
385,expense,200.0,2017-06-02,cleaning fee,3
386,expense,200.0,2017-06-12,regular maintenance,3
387,expense,200.0,2017-06-25,property mgmt fee,3
185,payment,2000.0,2017-07-01,rent,3
388,expense,200.0,2017-07-25,property mgmt fee,3
186,payment,2000.0,2017-08-01,rent,3
389,expense,200.0,2017-08-25,property mgmt fee,3
187,payment,2000.0,2017-09-01,rent,3
390,expense,200.0,2017-09-01,regular maintenance,3
391,expense,200.0,2017-09-25,property mgmt fee,3
188,payment,2000.0,2017-10-01,rent,3
392,expense,200.0,2017-10-25,property mgmt fee,3
189,payment,2000.0,2017-11-01,rent,3
393,expense,200.0,2017-11-18,cleaning fee,3
394,expense,200.0,2017-11-25,property mgmt fee,3
190,payment,2000.0,2017-12-01,rent,3
395,expense,200.0,2017-12-25,property mgmt fee,3
191,payment,2000.0,2018-01-01,rent,3
396,expense,200.0,2018-01-25,property mgmt fee,3
192,payment,2000.0,2018-02-01,rent,3
397,expense,200.0,2018-02-25,property mgmt fee,3
193,payment,2000.0,2018-03-01,rent,3
398,expense,200.0,2018-03-15,repairs,3
400,expense,200.0,2018-03-25,property mgmt fee,3
399,expense,200.0,2018-03-29,regular maintenance,3
194,payment,2000.0,2018-04-01,rent,3
401,expense,200.0,2018-04-25,property mgmt fee,3
195,payment,2000.0,2018-05-01,rent,3
402,expense,200.0,2018-05-23,regular maintenance,3
403,expense,200.0,2018-05-25,property mgmt fee,3
196,payment,2000.0,2018-06-01,rent,3
404,expense,200.0,2018-06-25,property mgmt fee,3
197,payment,2000.0,2018-07-01,rent,3
405,expense,200.0,2018-07-25,property mgmt fee,3
198,payment,2000.0,2018-08-01,rent,3
406,expense,200.0,2018-08-25,property mgmt fee,3
199,payment,2000.0,2018-09-01,rent,3
407,expense,200.0,2018-09-25,property mgmt fee,3
200,payment,2000.0,2018-10-01,rent,3
408,expense,200.0,2018-10-25,property mgmt fee,3
201,payment,2000.0,2018-11-01,rent,3
409,expense,200.0,2018-11-25,property mgmt fee,3
202,payment,2000.0,2018-12-01,rent,3
410,expense,200.0,2018-12-05,cleaning fee,3
411,expense,200.0,2018-12-25,repairs,3
412,expense,200.0,2018-12-25,property mgmt fee,3
203,payment,2000.0,2019-01-01,rent,3
413,expense,200.0,2019-01-25,property mgmt fee,3
204,payment,2000.0,2019-02-01,rent,3
414,expense,200.0,2019-02-25,property mgmt fee,3
205,payment,2000.0,2019-03-01,rent,3
415,expense,200.0,2019-03-08,cleaning fee,3
416,expense,200.0,2019-03-09,home improvements,3
417,expense,200.0,2019-03-25,property mgmt fee,3
206,payment,2000.0,2019-04-01,rent,3
418,expense,200.0,2019-04-25,property mgmt fee,3
207,payment,2000.0,2019-05-01,rent,3
419,expense,200.0,2019-05-10,repairs,3
421,expense,200.0,2019-05-25,property mgmt fee,3
208,payment,2000.0,2019-06-01,rent,3
420,expense,200.0,2019-06-05,repairs,3
422,expense,200.0,2019-06-20,home improvements,3
423,expense,200.0,2019-06-25,property mgmt fee,3
209,payment,2000.0,2019-07-01,rent,3
424,expense,200.0,2019-07-25,property mgmt fee,3
210,payment,2000.0,2019-08-01,rent,3
425,expense,200.0,2019-08-25,property mgmt fee,3
211,payment,2000.0,2019-09-01,rent,3
426,expense,200.0,2019-09-25,property mgmt fee,3
212,payment,2000.0,2019-10-01,rent,3
427,expense,200.0,2019-10-25,property mgmt fee,3
428,expense,200.0,2019-11-25,property mgmt fee,3
429,expense,200.0,2019-12-25,property mgmt fee,3
213,payment,2000.0,2019-12-27,security deposit,3
214,payment,2000.0,2019-12-27,rent,3
430,expense,200.0,2020-01-25,property mgmt fee,3
215,payment,2000.0,2020-01-27,rent,3
431,expense,200.0,2020-01-29,home improvements,3
432,expense,200.0,2020-02-09,regular maintenance,3
433,expense,200.0,2020-02-25,property mgmt fee,3
216,payment,2000.0,2020-02-27,rent,3
434,expense,200.0,2020-03-25,property mgmt fee,3
217,payment,2000.0,2020-03-27,rent,3
435,expense,200.0,2020-04-25,property mgmt fee,3
218,payment,2000.0,2020-04-27,rent,3
436,expense,200.0,2020-05-04,repairs,3
437,expense,200.0,2020-05-25,property mgmt fee,3
219,payment,2000.0,2020-05-27,rent,3
438,expense,200.0,2020-06-25,property mgmt fee,3
220,payment,2000.0,2020-06-27,rent,3
439,expense,200.0,2020-07-25,property mgmt fee,3
221,payment,2000.0,2020-07-27,rent,3
440,expense,200.0,2020-07-30,home improvements,3
441,expense,200.0,2020-08-25,property mgmt fee,3
222,payment,2000.0,2020-08-27,rent,3
442,expense,200.0,2020-09-04,home improvements,3
443,expense,200.0,2020-09-25,property mgmt fee,3
223,payment,2000.0,2020-09-27,rent,3
444,expense,200.0,2020-10-25,property mgmt fee,3
224,payment,2000.0,2020-10-27,rent,3
445,expense,200.0,2020-11-25,property mgmt fee,3
225,payment,2000.0,2020-11-27,rent,3
446,expense,200.0,2020-12-24,home improvements,3
447,expense,200.0,2020-12-25,property mgmt fee,3
226,payment,2000.0,2020-12-27,rent,3
448,expense,200.0,2021-01-25,property mgmt fee,3
227,payment,2000.0,2021-01-27,rent,3
449,expense,200.0,2021-02-25,property mgmt fee,3
228,payment,2000.0,2021-02-27,rent,3
450,expense,200.0,2021-03-19,cleaning fee,3
451,expense,200.0,2021-03-25,property mgmt fee,3
229,payment,2000.0,2021-03-27,rent,3
452,expense,200.0,2021-04-25,property mgmt fee,3
230,payment,2000.0,2021-04-27,rent,3
453,expense,200.0,2021-05-25,property mgmt fee,3
231,payment,2000.0,2021-05-27,rent,3
454,expense,200.0,2021-06-25,property mgmt fee,3
232,payment,2000.0,2021-06-27,rent,3
455,expense,200.0,2021-07-25,property mgmt fee,3
233,payment,2000.0,2021-07-27,rent,3
456,expense,200.0,2021-08-25,property mgmt fee,3
234,payment,2000.0,2021-08-27,rent,3
457,expense,200.0,2021-09-25,property mgmt fee,3
235,payment,2000.0,2021-09-27,rent,3
458,expense,200.0,2021-10-01,regular maintenance,3
459,expense,200.0,2021-10-25,property mgmt fee,3
236,payment,2000.0,2021-10-27,rent,3
460,expense,200.0,2021-11-25,property mgmt fee,3
237,payment,2000.0,2021-11-27,rent,3
461,expense,200.0,2021-12-25,property mgmt fee,3
238,payment,2000.0,2021-12-27,rent,3
462,expense,200.0,2022-01-25,property mgmt fee,3
239,payment,2000.0,2022-01-27,rent,3
463,expense,200.0,2022-02-25,property mgmt fee,3
240,payment,2000.0,2022-02-27,rent,3
464,expense,200.0,2022-03-25,property mgmt fee,3
241,payment,2000.0,2022-03-27,rent,3
465,expense,200.0,2022-04-25,property mgmt fee,3
242,payment,2000.0,2022-04-27,rent,3
466,expense,200.0,2022-05-08,repairs,3
468,expense,200.0,2022-05-25,property mgmt fee,3
467,expense,200.0,2022-05-26,repairs,3
243,payment,2000.0,2022-05-27,rent,3
469,expense,200.0,2022-06-25,property mgmt fee,3
244,payment,2000.0,2022-06-27,rent,3
470,expense,200.0,2022-07-25,property mgmt fee,3
245,payment,2000.0,2022-07-27,rent,3
471,expense,200.0,2022-08-09,repairs,3
472,expense,200.0,2022-08-25,property mgmt fee,3
473,expense,200.0,2022-08-26,regular maintenance,3
246,payment,2000.0,2022-08-27,rent,3
474,expense,200.0,2022-09-25,property mgmt fee,3
247,payment,2000.0,2022-09-27,rent,3
475,expense,200.0,2022-10-25,property mgmt fee,3
248,payment,2000.0,2022-10-27,rent,3
476,expense,200.0,2022-10-30,cleaning fee,3
477,expense,200.0,2022-11-25,property mgmt fee,3
249,payment,2000.0,2022-11-27,rent,3
478,expense,200.0,2022-12-25,property mgmt fee,3
250,payment,2000.0,2022-12-27,rent,3
479,expense,200.0,2023-01-25,property mgmt fee,3
251,payment,2000.0,2023-01-27,rent,3
480,expense,200.0,2023-02-25,property mgmt fee,3
252,payment,2000.0,2023-02-27,rent,3
481,expense,200.0,2023-03-25,property mgmt fee,3
253,payment,2000.0,2023-03-27,rent,3
482,expense,200.0,2023-04-25,property mgmt fee,3
254,payment,2000.0,2023-04-27,rent,3
483,expense,200.0,2023-05-01,cleaning fee,3
484,expense,200.0,2023-05-25,property mgmt fee,3
255,payment,2000.0,2023-05-27,rent,3
485,expense,200.0,2023-06-17,repairs,3
487,expense,200.0,2023-06-25,property mgmt fee,3
256,payment,2000.0,2023-06-27,rent,3
486,expense,200.0,2023-07-06,repairs,3
488,expense,200.0,2023-07-25,property mgmt fee,3
257,payment,2000.0,2023-07-27,rent,3
489,expense,200.0,2023-07-31,regular maintenance,3
490,expense,200.0,2023-08-11,cleaning fee,3
